fecha|modeloAvion|lugarAccidente|fallecidosTotales
Jan 20, 1954|Vickers Varsity|Hullavington AFB, Wiltshire|4
Jan 12, 1954|Douglas C-47 Skytrain (DC-3)|Prague-Ruzyne, Prague (Hlavní mesto Praha)|13
Jan 11, 1954|Douglas C-47 Skytrain (DC-3)|Manizales, Caldas|23
Jan 6, 1954|Vickers Valetta|Bovingdon AFB, Hertfordshire|16
Jan 5, 1954|Douglas C-47 Skytrain (DC-3)|Lapseki, Marmara Region (Marmara Bölgesi)|4
Dec 29, 1953|Nord 2501 Noratlas|Setcases, Catalonia|11
Dec 22, 1953|Lockheed P-2 Neptune|Hong Kong-Kai Tak, Hong Kong|0
Dec 22, 1953|Avro 683 Lancaster|Saint Eval AFB, Cornwall|0
Dec 20, 1953|Douglas C-47 Skytrain (DC-3)|Agrihan Island, Northern Marianna Islands|10
Dec 20, 1953|Vickers Viking|Nuremberg, Bavaria|0
Dec 19, 1953|Convair CV-240|Zurich, Zurich|1
Dec 18, 1953|Boeing B-29 Superfortress|Ogden-Hinckley, Utah|1
Dec 15, 1953|Curtiss C-46 Commando|Tecpán, Chimaltenango|2
Dec 11, 1953|Convair B-36 Peacemaker|Biggs AAF (El Paso), Texas|9
Dec 11, 1953|Fiat G.212|Rome-Centocelle, Lazio|0
Dec 4, 1953|Avro 652 Anson|Newton AFB, Nottinghamshire|6
Nov 21, 1953|Lockheed C-121 Super Constellation|Hamilton AFB (Novato), California|0
Nov 12, 1953|De Havilland DH.104 Dove|Villa Mugueta, Santa Fe|7
Nov 12, 1953|Junkers JU.52|Villa Mugueta, Santa Fe|13
Nov 4, 1953|Ilyushin II-12|Magdagachi, Amur oblast|5
Nov 3, 1953|Douglas DC-3|Tarabuco, Chuquisaca|28
Oct 31, 1953|Lisunov LI-2|Kharkiv, Kharkiv oblast|15
Oct 29, 1953|Douglas DC-6|Half Moon Bay, California|19
Oct 27, 1953|Ilyushin II-12|Magadan, Magadan oblast|22
Oct 21, 1953|Lisunov LI-2|Mineralnye Vody, Stavropol Krai|1
Oct 19, 1953|Lockheed L-749 Constellation|New York-Idlewild, New York|2
Oct 15, 1953|De Havilland DH.104 Dove|Wigram AFB (Christchurch), Canterbury Regional Council|3
Oct 15, 1953|De Havilland DH.104 Dove|Wigram AFB (Christchurch), Canterbury Regional Council|4
Oct 14, 1953|Ilyushin II-12|Irkutsk-Intl, Irkutsk oblast|4
Oct 9, 1953|Handley Page H.P.67 Hastings|Abingdon AFB, Oxfordshire|0
Oct 1, 1953|North American B-25 Mitchell|Pine Mountain, Georgia|5
Sep 28, 1953|Curtiss C-46 Commando|Louisville, Kentucky|25
Sep 26, 1953|Canadian Vickers PBV-1 Canso (OA-10 Canso)|Guarinocito, Caldas|4
Sep 26, 1953|Antonov AN-2|Bagdarin, Republic of Buryatia|3
Sep 26, 1953|Vickers Valetta|Bertam, Kelantan|8
Sep 16, 1953|Convair CV-240|Albany, New York|28
Sep 14, 1953|Douglas C-47 Skytrain (DC-3)|Mérida, Yucatán|1
Sep 6, 1953|Douglas DC-6|Hamilton, All Bermuda|0
Sep 5, 1953|Avro 652 Anson|Ramsey, Isle of Man|4
Sep 1, 1953|Lockheed L-749 Constellation|Mt Cemet, Alpes-de-Haute-Provence|42
Sep 1, 1953|Douglas C-49 (DC-3)|Vail, Washington|21
Aug 23, 1953|Douglas C-47 Skytrain (DC-3)|Campo Grande, Mato Grosso do Sul|0
Aug 8, 1953|Noorduyn Norseman|Mae Yen, Chiang Rai (เชียงราย)|6
Aug 7, 1953|Aero C-3A|Malacky-Kuchyňa AFB, Bratislava Region|4
Aug 4, 1953|Douglas C-47 Skytrain (DC-3)|Sharjah, Sharjah (الشارقةّ)|1
Jul 25, 1953|De Havilland DH.106 Comet|Calcutta, West Bengal|0
Jul 19, 1953|Curtiss C-46 Commando|Dallas-Love Field, Texas|0
Jul 17, 1953|Fairchild C-119 Flying Boxcar|Whiting Field NAS, Florida|44
Jul 14, 1953|Ford 4|Basin, Montana|2
Jul 10, 1953|Douglas C-47 Skytrain (DC-3)|Stavanger, Rogaland|10
Jul 9, 1953|Airspeed AS.10 Oxford|Pontshill, Herefordshire|0
Jul 1, 1953|Antonov AN-2|Koryaki, Kamchatka Krai|11
Jun 30, 1953|Douglas C-47 Skytrain (DC-3)|Tehran-Mehrabad, Tehran City District|0
Jun 29, 1953|Douglas DC-3|Los Angeles, California|1
Jun 22, 1953|Handley Page H.P.67 Hastings|Abingdon AFB, Oxfordshire|6
Jun 19, 1953|Airspeed AS.10 Oxford|Dalcross AFB, Inverness-shire|1
Jun 17, 1953|Lockheed L-049 Constellation|São Paulo-Congonhas, São Paulo|17
Jun 17, 1953|Douglas C-54 Skymaster|Córdoba, Córdoba|0
Jun 15, 1953|Douglas C-47 Skytrain (DC-3)|San Ramón Mountains, San José (Central Valley)|9
May 27, 1953|Lisunov LI-2|Barzas, Kemerovo oblast|20
May 27, 1953|Lisunov LI-2|Barzas, Kemerovo oblast|7
May 27, 1953|Bristol 170 Freighter|Blenheim, Marlborough District Council|5
May 25, 1953|Convair CV-240|Amsterdam, North Holland|2
May 15, 1953|Fairchild C-119 Flying Boxcar|Weinheim, Baden-Württemberg|6
May 15, 1953|Fairchild C-119 Flying Boxcar|Weinheim, Baden-Württemberg|2
May 14, 1953|Avro 696 Shackleton|Belfast-Aldergrove, Antrim|0
May 11, 1953|Consolidated Canso|Prince Rupert, British Columbia|2
May 9, 1953|Douglas C-47 Skytrain (DC-3)|New Delhi-Palam, National Capital Territory of Delhi|18
May 9, 1953|Douglas C-47 Skytrain (DC-3)|Mumbai, Maharashtra|0
May 7, 1953|Avro 652 Anson|Powburn, Northumberland|0
Apr 24, 1953|Aero C-3A|Hradec Králové, Hradec Králové Region (Královéhradecký kraj)|0
Apr 24, 1953|Boeing B-29 Superfortress|Peconic Bay (Long Island), New York|6
Apr 23, 1953|Curtiss C-46 Commando|Cedar Falls, Washington|2
Apr 20, 1953|Douglas DC-6|Oakland, California|8
Apr 14, 1953|Douglas DC-3|Cedar Falls, Washington|7
Apr 10, 1953|Avro 652 Anson|Kuala Lumpur, Federal Territory of Kuala Lumpur|2
Apr 9, 1953|Douglas C-54 Skymaster|El Banco, Magdalena|2
Apr 1, 1953|Aero C-3A|Hradčany AFB, Liberec Region (Liberecký kraj)|1
Mar 30, 1953|Airspeed AS.10 Oxford|Great Malvern, Worcestershire|1
Mar 29, 1953|Vickers Viking|Mkwaya, Lindi Region|13
Mar 25, 1953|Short S.25 Sunderland|Iwakuni AFB, Chūgoku|4
Mar 20, 1953|Curtiss C-46 Commando|Saint Petersburg, Florida|0
Mar 19, 1953|Airspeed AS.10 Oxford|Rønne (Bornholm Island), Hovedstaden|2
Mar 14, 1953|Convair CV-240|Kailashahar, Tripura|16
Mar 10, 1953|Junkers JU.52|San Pedro de Colalao, Tucumán|4
Mar 5, 1953|Douglas C-47 Skytrain (DC-3)|Cagayán de Oro-Lumbia, Misamis Oriental|0
Mar 4, 1953|Curtiss C-46 Commando|Windsor Locks-Bradley, Connecticut|2
Mar 3, 1953|De Havilland DH.106 Comet|Mauripur AFB (Karachi), Sindh (سنڌ سندھ)|11
Feb 13, 1953|Convair B-36 Peacemaker|Goose Bay, Newfoundland & Labrador|2
Feb 13, 1953|Grumman HU-16 (SA-16) Albatross|Moji, Kyūshū|8
Feb 13, 1953|Vickers Varsity|Swinderby AFB, Lincolnshire|2
Feb 10, 1953|Fairchild C-119 Flying Boxcar|Bitburg AFB, Rhineland-Palatinate|5
Feb 9, 1953|Fairchild C-119 Flying Boxcar|Donaldson AFB-Donaldson Center Airport (Greenville), South Carolina|0
Feb 7, 1953|Douglas C-54 Skymaster|Bordeaux-Mérignac, Gironde|3
Feb 1, 1953|Lockheed P-2 Neptune|Okinawa, Okinawa|11
Jan 28, 1953|Short S.25 Sunderland|Calshot AFB, Hampshire|0
Jan 28, 1953|Vickers Valetta|Lichfield AFB, Staffordshire|0
Jan 28, 1953|Consolidated PB4Y-2 Privateer|Black Peak, Washington|10
Jan 23, 1953|Lisunov LI-2|Kazan, Republic of Tatarstan|5
Jan 23, 1953|Ilyushin II-12|Kazan, Republic of Tatarstan|6
Jan 22, 1953|Lockheed L-049 Constellation|Burbank, California|0
Jan 19, 1953|Vickers Varsity|Swinderby AFB, Lincolnshire|0
Jan 16, 1953|Douglas C-54 Skymaster|Stephenville, Newfoundland & Labrador|13
Jan 12, 1953|Lisunov LI-2|Batagay, Republic of Yakutia (Sakha)|0
Jan 10, 1953|Douglas C-47 Skytrain (DC-3)|Mergui, Tanintharyi Region|0
Jan 9, 1953|Beechcraft 18|Östersund, Jämtland|1
Jan 8, 1953|Boeing B-50 Superfortress|Hunter AFB, Georgia|9
Jan 7, 1953|Douglas C-54 Skymaster|Issaquah, Washington|7
Jan 5, 1953|Vickers Viking|Belfast-Nutts Corner, Antrim|27
Jan 5, 1953|Boeing B-29 Washington|Horncastle, Lincolnshire|5
Jan 1, 1953|Douglas DC-3|Spernall, Warwickshire|0
Dec 22, 1952|Douglas C-47 Skytrain (DC-3)|Suwon, Gyeonggi (경기도)|13
Dec 20, 1952|Douglas C-124 Globemaster II|Larson AFB, Washington|87
Dec 19, 1952|Consolidated PBY Catalina|Dahr Ain el Abid, Mount Lebanon Governorate (Jabal Lubnan)|1
Dec 15, 1952|Avro 652 Anson|Usworth AFB (RAF Hylton), Tyne and Wear|0
Dec 12, 1952|Nord 1402 Noroit|Saint-Bauzile, Ardèche|5
Dec 9, 1952|De Havilland DH.104 Dove|Staten Island Airfield, New York|2
Dec 5, 1952|Avro 652 Anson|Halfmoon Bay, British Columbia|1
Dec 2, 1952|Airspeed AS.10 Oxford|Gloucester, Gloucestershire|2
Dec 2, 1952|Avro 683 Lancaster|Benson AFB, Oxfordshire|4
Dec 1, 1952|Douglas C-47 Skytrain (DC-3)|Mt San Gorgonio, California|13
Nov 30, 1952|Douglas DC-3|Vřesovice, South Moravian Region (Jihomoravský kraj)|5
Nov 27, 1952|Avro 685 York|Lyneham AFB, Wiltshire|0
Nov 26, 1952|Lockheed 18 LodeStar|Jönköping, Västergötland|2
Nov 25, 1952|Vickers Valetta|Boscombe Down AFB, Wiltshire|0
Nov 22, 1952|Lisunov LI-2|Mt Vezhen, Lovech|30
Nov 15, 1952|Fairchild C-119 Flying Boxcar|Alaska, Alaska|20
Nov 14, 1952|Fairchild C-119 Flying Boxcar|Seongnam AFB (Seoul), Gyeonggi (경기도)|44
Nov 14, 1952|Lisunov LI-2|Chersky, Republic of Yakutia (Sakha)|0
Nov 7, 1952|Fairchild C-119 Flying Boxcar|Mt McKinley, Alaska|19
Nov 4, 1952|Vickers Varsity|Wigsley AFB, Nottinghamshire|0
Oct 26, 1952|De Havilland DH.106 Comet|Rome-Ciampino, Lazio|0
Oct 18, 1952|Lockheed 10 Electra|Lages, Santa Catarina|0
Oct 14, 1952|Douglas C-47 Skytrain (DC-3)|Bom Jesus, Rio Grande do Sul|14
Oct 13, 1952|Vickers 619 Wellington X|Lichfield AFB, Staffordshire|1
Oct 8, 1952|Boeing B-29 Superfortress|Wilsonville, Oregon|11
Oct 8, 1952|Airspeed AS.10 Oxford|Dalcross AFB, Inverness-shire|0
Oct 6, 1952|Consolidated PB4Y-2 Privateer|Argentia NAS, Newfoundland & Labrador|6
Oct 5, 1952|Ilyushin II-12|Skvoritsy, Leningrad oblast|24
Oct 5, 1952|Douglas DC-3|Skvoritsy, Leningrad oblast|7
Sep 28, 1952|Antonov AN-2|Ust-Tareya, Krasnoyarsk Krai|6
Sep 20, 1952|Douglas C-47 Skytrain (DC-3)|Paris-Orly, Val-de-Marne|3
Sep 16, 1952|Handley Page H.P.67 Hastings|North Ice Camp, Northeast Greenland National Park|0
Sep 15, 1952|Avro 652 Anson|Debden AFB, Essex|1
Sep 15, 1952|Douglas C-47 Skytrain (DC-3)|Carolina, Mpumalanga|0
Sep 12, 1952|Avro 652 Anson|Telford, Shropshire|1
Sep 11, 1952|Douglas DC-3|Wadi Halfa, Northern (الشمالية)|3
Sep 4, 1952|Miles M.57 Aerovan|Novales, Cantabria|4
Aug 31, 1952|Douglas DC-3|Tampico-General Francisco Javier Mina, Tamaulipas|3
Aug 29, 1952|Douglas DC-2|Kosti, White Nile (النيل الأبيض)|2
Aug 22, 1952|Lisunov LI-2|Kiskunlacháza AFB, Pest|3
Aug 15, 1952|Douglas C-47 Skytrain (DC-3)|Guaíra, Paraná|0
Aug 11, 1952|Avro 652 Anson|Mt Snowdon, Gwynedd|3
Aug 8, 1952|Martin PBM Mariner|Iwakuni AFB, Chūgoku|14
Aug 4, 1952|Curtiss C-46 Commando|Miami, Florida|4
Jul 31, 1952|Airspeed AS.10 Oxford|Holme-on-Spalding-Moor AFB, Yorkshire|1
Jul 22, 1952|Vickers 619 Wellington X|Lichfield AFB, Staffordshire|0
Jul 21, 1952|Vickers 619 Wellington X|Thorney Island AFB, West Sussex|2
Jul 19, 1952|Lisunov LI-2|Riga-Spilve, Vidzeme (Vidūmō)|4
Jul 18, 1952|Airspeed AS.10 Oxford|Kayl, All Luxembourg|2
Jul 16, 1952|Avro 652 Anson|Watton AFB, Norfolk|2
Jul 16, 1952|Consolidated PB4Y-2 Privateer|Adak, Alaska|1
Jul 11, 1952|Consolidated PBY Catalina|Lake Washington, Washington|3
Jul 6, 1952|Nord 2501 Noratlas|Lyon-Bron, Rhône|7
Jun 25, 1952|Avro 696 Shackleton|Berwick-upon-Tweed, Northumberland|11
Jun 24, 1952|Boeing B-50 Superfortress|Lakenheath AFB, Suffolk|11
Jun 20, 1952|Airspeed AS.10 Oxford|Holme-on-Spalding-Moor AFB, Yorkshire|1
Jun 11, 1952|De Havilland DH.60 Moth|Lausanne-Blécherette, Vaud|3
Jun 4, 1952|Airspeed AS.10 Oxford|Wellesbourne Mountford AFB, Warwickshire|1
Jun 3, 1952|Avro 652 Anson|Lichfield AFB, Staffordshire|0
May 26, 1952|Handley Page H.P.81 Hermes|Atar, Adrar|1
May 19, 1952|Avro 652 Anson|Bishops Court AFB, Down|0
May 18, 1952|Consolidated PBY Catalina|Cartwright, Newfoundland & Labrador|3
May 13, 1952|Boeing B-29 Superfortress|Oceanside, California|11
May 5, 1952|Douglas C-47 Skytrain (DC-3)|Drangedal, Vestfold og Telemark|11
May 3, 1952|Lisunov LI-2|Khandyga, Republic of Yakutia (Sakha)|4
Apr 29, 1952|Fairchild C-119 Flying Boxcar|Ashiya AFB, Kyūshū|4
Apr 25, 1952|Avro 683 Lancaster|Summerside, Prince Edward Island|4
Apr 19, 1952|De Havilland DH.89 Dragon Rapide|Port Ellen, Argyll|0
Apr 18, 1952|Curtiss C-46 Commando||29
Apr 15, 1952|Convair B-36 Peacemaker|Fairchild AFB (Spokane), Washington|15
Apr 14, 1952|Lockheed P-2 Neptune|Brunswick, Maine|6
Apr 11, 1952|Douglas DC-4|San Juan, All Puerto Rico|52
Apr 9, 1952|Martin 202|Mt Mihara (Oshima Island), Kantō|37
Apr 9, 1952|Douglas C-47 Skytrain (DC-3)|Otis AFB, Massachusetts|10
Apr 8, 1952|North American B-25 Mitchell|Golden, Colorado|11
Apr 6, 1952|Douglas C-47 Skytrain (DC-3)|Mt Loma Prieta, California|4
Apr 4, 1952|Douglas C-47 Skytrain (DC-3)|Brookley AFB (Mobile), Alabama|9
Apr 4, 1952|Douglas C-124 Globemaster II|Brookley AFB (Mobile), Alabama|6
Apr 1, 1952|Airspeed AS.10 Oxford|Dalcross AFB, Inverness-shire|1
Mar 31, 1952|Boeing B-29 Superfortress|Yokota AFB (Tokyo), Kantō|9
Mar 29, 1952|Douglas DC-3|San Felipe, Yaracuy|12
Mar 28, 1952|Avro 683 Lancaster|Saint Eval AFB, Cornwall|0
Mar 26, 1952|Unknown|Tula, Tula oblast|34
Mar 26, 1952|Unknown|Tula, Tula oblast|36
Mar 24, 1952|Lockheed 18 LodeStar|Gao, Gao|17
Mar 22, 1952|Douglas DC-6|Frankfurt-Main, Hesse|45
Mar 12, 1952|Boeing B-29 Superfortress|Randolph AFB (Seguin), Texas|8
Mar 12, 1952|Boeing B-29 Superfortress|Randolph AFB (Seguin), Texas|7
Mar 8, 1952|Douglas C-47 Skytrain (DC-3)|Guggi Glacier, Bern|8
Mar 3, 1952|Airspeed AS.10 Oxford|Dalcross AFB, Inverness-shire|0
Feb 28, 1952|Douglas DC-3|Uberlândia, Minas Gerais|9
Feb 26, 1952|Boeing B-50 Superfortress|Offutt AFB (Bellevue), Nebraska|5
Feb 19, 1952|Douglas C-47 Skytrain (DC-3)|Nagpur, Maharashtra|3
Feb 17, 1952|Vickers Viking|Mt La Cinta, Sicily|31
Feb 17, 1952|Avro 652 Anson|Brussels, Flemish Brabant|0
Feb 8, 1952|Vickers 619 Wellington X|Le Vigan, Gard|7
Feb 4, 1952|Beechcraft D18|Carman, Manitoba|3
Jan 30, 1952|Avro 652 Anson|Shawbury AFB, Shropshire|0
Jan 22, 1952|Convair CV-240|Elizabeth, New Jersey|30
Jan 19, 1952|Boeing B-17 Flying Fortress|Mt Buckhorn, Washington|3
Jan 17, 1952|Beechcraft C-45 Expeditor|Sprigno Saturnia, Lazio|2
Jan 14, 1952|Convair CV-240|New York-LaGuardia, New York|0
Jan 12, 1952|Douglas C-47 Skytrain (DC-3)|Mt Crillon, Alaska|2
Jan 10, 1952|Douglas C-47 Skytrain (DC-3)|Dolwyddelan, Caernarfonshire|23
Jan 9, 1952|Lisunov LI-2|Stalingrad, Volgograd oblast|3
Dec 31, 1951|Vickers 619 Wellington X|Lindholme AFB, South Yorkshire|0
Dec 31, 1951|Douglas C-47 Skytrain (DC-3)|Calcutta, West Bengal|3
Dec 30, 1951|Curtiss C-46 Commando|Fairbanks, Alaska|4
Dec 30, 1951|Douglas C-47 Skytrain (DC-3)|Mt Armer, Arizona|28
Dec 29, 1951|Curtiss C-46 Commando|Little Valley, New York|26
Dec 26, 1951|Douglas C-47 Skytrain (DC-3)|Mt Lassen, California|8
Dec 23, 1951|Douglas DC-6|Milan-Malpensa, Lombardy|0
Dec 20, 1951|Avro 694 Lincoln|Benson AFB, Oxfordshire|0
Dec 14, 1951|Douglas DC-4|Amsterdam-Schiphol, North Holland|0
Dec 13, 1951|De Havilland DH.84 Dragon|Yarramunda, Enga|3
Dec 11, 1951|Airspeed AS.65 Consul|Mt Ruapehu, Manawatu-Wanganui (Horizons Regional Council)|3
Dec 6, 1951|Douglas C-47 Skytrain (DC-3)|Riboux, Var|10
Dec 4, 1951|Douglas C-47 Skytrain (DC-3)|San Gabriel Mountains, California|5
Dec 4, 1951|Douglas DC-3|Denver-Stapleton, Colorado|3
Dec 1, 1951|Avro 694 Lincoln|Scampton AFB, Lincolnshire|2
Nov 29, 1951|Airspeed AS.10 Oxford|Elgin, Moray (Elginshire)|1
Nov 26, 1951|Avro 694 Lincoln|Leconfield AFB (Beverley), Yorkshire|2
Nov 24, 1951|Douglas DC-4|Zurich, Zurich|6
Nov 23, 1951|Beechcraft C-45 Expeditor|Montreal-Saint-Hubert, Quebec|6
Nov 21, 1951|Douglas C-47 Skytrain (DC-3)|Calcutta, West Bengal|16
Nov 19, 1951|Douglas C-53 Skytrooper (DC-3)|Cairo, Cairo|5
Nov 17, 1951|Douglas C-54 Skymaster|Oakland, California|3
Nov 16, 1951|Short S.25 Sunderland|Calshot AFB, Hampshire|2
Nov 15, 1951|Lisunov LI-2|Tuszyn, Łódź Voivodeship (Łódzkie)|18
Nov 5, 1951|Martin 202|Tucumcari, New Mexico|1
Oct 30, 1951|Douglas C-47 Skytrain (DC-3)|Mt Box Springs, California|6
Oct 28, 1951|Short S.45 Solent|Brisbane, Queensland|0
Oct 26, 1951|Avro 689 Tudor|Bovingdon AFB, Hertfordshire|0
Oct 22, 1951|Noorduyn Norseman|Red Lake, Ontario|1
Oct 20, 1951|Airspeed AS.10 Oxford|Copenhagen-Kastrup, Hovedstaden|3
Oct 17, 1951|Canadian Vickers PBV-1 Canso (OA-10 Canso)|Nanaimo, British Columbia|23
Oct 15, 1951|Douglas C-47 Skytrain (DC-3)|Mt Ingeli, KwaZulu-Natal|17
Oct 11, 1951|Lisunov LI-2|Sverdlovsk, Sverdlovsk oblast|1
Oct 8, 1951|Douglas A-26 Invader|Suwon, Gyeonggi (경기도)|1
Oct 7, 1951|Lockheed 18 LodeStar|West Lafayette-Purdue University, Indiana|3
Oct 6, 1951|Antonov AN-2|Mt Hor-Taiga, Republic of Tuva|2
Oct 1, 1951|Lisunov LI-2|Serkovo, Krasnoyarsk Krai|6
Oct 1, 1951|Douglas A-26 Invader|Gunsan, North Jeolla (전라북도)|1
Sep 29, 1951|Douglas C-47 Skytrain (DC-3)|Maedong, North Gyeongsang (경상북도)|7
Sep 27, 1951|Fairchild C-119 Flying Boxcar|Tachikawa AFB (Tokyo), Kantō|5
Sep 27, 1951|Curtiss C-46 Commando|Mt Tanazawa, Kantō|14
Sep 21, 1951|De Havilland DH.84 Dragon|Karanka, All Papua New Guinea|1
Sep 18, 1951|Antonov AN-2|Tukalan River, Krasnoyarsk Krai|0
Sep 15, 1951|Douglas C-47 Skytrain (DC-3)|Bangalore-Hindustan, Karnataka|1
Sep 12, 1951|Boeing 377 Stratocruiser|Redwood City, California|3
Sep 2, 1951|Convair CV-240|Kingston, Kingston City District|0
Aug 27, 1951|Douglas C-47 Skytrain (DC-3)|Wular Lake, Jammu and Kashmir|0
Aug 24, 1951|Douglas DC-6|Union City, California|50
Aug 23, 1951|Noorduyn Norseman|Elk Bay, British Columbia|0
Aug 20, 1951|Antonov AN-2|Yakutsk, Republic of Yakutia (Sakha)|1
Aug 17, 1951|De Havilland DHC-2 Beaver|Kenogamisis Lake, Ontario|0
Aug 15, 1951|Avro 683 Lancaster|Tripoli, Tripoli (طرابلس)|1
Aug 13, 1951|Vickers 490 Wellington XVIII|Richmond, North Yorkshire|6
Aug 12, 1951|Lisunov LI-2|Vilyuisk, Republic of Yakutia (Sakha)|2
Aug 12, 1951|Consolidated PB4Y-2 Privateer|Amak Island, Alaska|12
Aug 12, 1951|Avro 696 Shackleton|Gibraltar, All United Kingdom|0
Aug 11, 1951|Douglas DC-3|Moisville, Eure|5
Aug 8, 1951|Curtiss C-46 Commando|São Paulo-Congonhas, São Paulo|0
Jul 30, 1951|Avro 652 Anson|Usworth AFB (RAF Hylton), Tyne and Wear|0
Jul 27, 1951|Consolidated PB4Y-2 Privateer|Iwakuni AFB, Chūgoku|9
Jul 20, 1951|Avro 652 Anson|Arusha, Arusha Region|1
Jul 16, 1951|De Havilland Australia DHA-3 Drover|Lae, Morobe|7
Jul 14, 1951|Avro 694 Lincoln|Scampton AFB, Lincolnshire|7
Jul 14, 1951|Lockheed 14 Super Electra|Stockholm-Bromma, Uppland|4
Jul 12, 1951|Douglas C-47 Skytrain (DC-3)|Aracaju, Sergipe|33
Jul 12, 1951|Douglas C-47 Skytrain (DC-3)|Tezpur, Assam|3
Jul 10, 1951|De Havilland DH.89 Dragon Rapide|Abadan, Khuzestan|2
Jul 10, 1951|De Havilland DH.89 Dragon Rapide|Laxey, Isle of Man|1
Jun 30, 1951|Douglas DC-6|Fort Collins, Colorado|50
Jun 29, 1951|Vickers 619 Wellington X|Sheffield, South Yorkshire|3
Jun 27, 1951|Breguet 730|Kenitra, Gharb-Chrarda-Béni Hssen|7
Jun 27, 1951|Douglas C-47 Skytrain (DC-3)|Trinidad, Beni|0
Jun 22, 1951|Lockheed L-049 Constellation|Sanoyie, Bong|40
Jun 16, 1951|Antonov AN-2|Mt Nevskaya, Magadan oblast|0
Jun 15, 1951|Martin PBM Mariner|Okurokami Island, Chūgoku|12
Jun 14, 1951|Martin PBM Mariner|Manila, Metro Manila|3
Jun 11, 1951|Vickers 619 Wellington X|Saint Eval AFB, Cornwall|2
Jun 6, 1951|Douglas DC-3|Rio de Janeiro, Rio de Janeiro|2
Jun 3, 1951|Douglas C-47 Skytrain (DC-3)|Puerto Deseado, Santa Cruz|0
May 29, 1951|Vickers 619 Wellington X|Hullavington AFB, Wiltshire|2
May 29, 1951|Avro 652 Anson|Little Sodbury, Gloucestershire|2
May 18, 1951|Douglas C-47 Skytrain (DC-3)|Rancharia, São Paulo|7
May 5, 1951|Douglas A-26 Invader|Wonsan, Kangwon (강원도)|3
May 4, 1951|Vickers Valetta|Dishforth AFB, North Yorkshire|0
May 3, 1951|Vickers 619 Wellington X|Brampton, Cumbria|3
May 2, 1951|Vickers Valetta|Fāyid AFB, Ismailia|8
Apr 27, 1951|Convair B-36 Peacemaker|Perkins, Oklahoma|13
Apr 25, 1951|Douglas DC-4|Key West, Florida|39
Apr 25, 1951|Beechcraft AT-11 Kansan|Key West, Florida|4
Apr 15, 1951|Douglas C-47 Skytrain (DC-3)|Fairfield, California|0
Apr 15, 1951|Curtiss C-46 Commando|Rio de Janeiro-Santos Dumont, Rio de Janeiro|0
Apr 12, 1951|Handley Page H.P.67 Hastings|Negombo, Western Province (மேல் மாகாணம்)|0
Apr 12, 1951|Airspeed AS.65 Consul|Crow Stone Edge, Derbyshire|3
Apr 9, 1951|Douglas DC-3|Hong Kong-Kai Tak, Hong Kong|16
Apr 8, 1951|Lisunov LI-2|Mama, Irkutsk oblast|8
Apr 6, 1951|Douglas C-47 Skytrain (DC-3)|Santa Barbara, California|22
Apr 2, 1951|De Havilland DH.84 Dragon|Kerowagi, Simbu (Chimbu)|0
Apr 1, 1951|Airspeed AS.10 Oxford|Marham AFB, Norfolk|4
Mar 29, 1951|Ilyushin II-12|Moscow-Vnukovo, Moscow oblast|3
Mar 25, 1951|Lisunov LI-2|Irkutsk, Irkutsk oblast|12
Mar 19, 1951|Handley Page H.P.67 Hastings|Strubby AFB, Lincolnshire|3
Mar 15, 1951|Canadair C-4 North Star|Resolute Bay, Nunavut|0
Mar 14, 1951|Avro 683 Lancaster|Mt Beinn Eighe, Ross and Cromarty|8
Mar 11, 1951|Douglas DC-4|Hong Kong, Hong Kong|24
Mar 7, 1951|Vickers 619 Wellington X|Swinderby AFB, Lincolnshire|2
Mar 2, 1951|Douglas DC-3|Sioux City, Iowa|16
Feb 27, 1951|Convair CV-240|Tulsa, Oklahoma|0
Feb 26, 1951|Vickers 619 Wellington X|Swinderby AFB, Lincolnshire|3
Feb 25, 1951|Curtiss C-46 Commando|Iwakuni AFB, Chūgoku|3
Feb 16, 1951|Short S.25 Sunderland|Beja, Béja Governorate (ولاية باجة‎)|8
Feb 5, 1951|Avro 652 Anson|Jersey, Channel Islands|0
Feb 3, 1951|Douglas DC-4|Mt Cameroun, Southwest|29
Feb 1, 1951|Lisunov LI-2|Sovietskaya Gavan-Znamenskoye, Khabarovsk Krai|2
Jan 28, 1951|Short S.25 Sunderland|Yuli, Hualien County (花蓮縣)|14
Jan 24, 1951|Curtiss C-46 Commando|Chongju, North Chungcheong (충청북도)|1
Jan 18, 1951|Avro 694 Lincoln|Binbrook AFB, Lincolnshire|1
Jan 14, 1951|Douglas DC-4|Philadelphia, Pennsylvania|7
Jan 10, 1951|Boeing B-50 Superfortress|Edwards AFB, California|8
Jan 9, 1951|Lisunov LI-2|Kazan, Republic of Tatarstan|6
Jan 4, 1951|Curtiss C-46 Commando|Chicago-Midway, Illinois|0
Dec 27, 1950|Lisunov LI-2|Karatau, Jambyl|8
Dec 23, 1950|Noorduyn Norseman|Kirkness Lake, Ontario|2
Dec 22, 1950|Douglas C-47 Skytrain (DC-3)|Penticton, British Columbia|2
Dec 19, 1950|Douglas C-54 Skymaster|Mt Tabayoc, Benguet|38
Dec 19, 1950|AAC.1 Toucan|Đà Nẵng, Đà Nẵng City District|15
Dec 18, 1950|Lockheed P-2 Neptune|Mt McCreight (Vancouver Island), British Columbia|11
