Image|Date|Operator|A/C Type|Location|Fatalities|Registration|Unnamed: 7
|Aug 6, 1936||De Havilland DH.60 Moth|Linköping, Östergötland|0|5-3|+
|Aug 5, 1936||Lockheed 10 Electra|Saint Louis-Lambert, Missouri|8|NC16022|+
|Aug 4, 1936||Tupolev ANT-7|Malmyzh, Khabarovsk Krai|6|CCCP-L2122|+
|Jul 31, 1936||Polikarpov P-5|Kuybyshev, Samara oblast|1|CCCP-L1918|+
|Jul 31, 1936||De Havilland DH.60 Moth|Saint-John, New Brunswick|0|CF-CEF|+
|Jul 27, 1936||Tupolev ANT-9|Kulob, Khatlon Province|6|CCCP-L192|+
|Jul 26, 1936|Edinburgh Flying Club|De Havilland DH.60 Moth|Mt Broad Law, Dumfries and Galloway|2|G-ACGD|+
|Jul 26, 1936||Junkers G.38|Dessau, Saxony-Anhalt|0|D-AZUR|+
|Jul 20, 1936||Junkers JU.52|Oberhof, Thuringia|2|-|+
|Jul 19, 1936||De Havilland DH.80 Puss Moth|Cascais, Estremadura - Lisbon District|1|EC-VAA|+
|Jun 30, 1936||De Havilland DH.60 Moth|Medomsley, Durham|0|G-EBYV|+
|Jun 28, 1936|Vernon Motion|Percival P.10 Vega Gull|Mbeya, Mbeya Region|0|G-AEAS|+
|Jun 21, 1936||Savoia-Marchetti S.55|Aleksandrovsk-Sakhalinski, Sakhalin oblast|1|CCCP-L996|+
|Jun 20, 1936|John Henry Arthur Wells|De Havilland DH.60 Moth|Ashingdon, Essex|0|G-EBRT|+
|Jun 16, 1936||Junkers JU.52|Hyllestad, Sogn og Fjordane|7|LN-DAE|+
|Jun 9, 1936||Fokker F22|Malmö, Skåne|1|SE-ABA|+
|Jun 3, 1936||Miles M.3B Falcon Major|Amsterdam-Schiphol, North Holland|2|OE-DVH|+
|Jun 3, 1936||Heinkel He.70|Dresden-Klotzsche, Saxony|2|D-UZON|+
|May 23, 1936||De Havilland DH.60 Moth|Shoreham-by-Sea, West Sussex|0|G-ABWL|+
|May 20, 1936||Polikarpov P-5|Kurgan, Kurgan oblast|3|CCCP-L599|+
|May 16, 1936||De Havilland DH.60 Moth|Melbourne, Victoria|1|VH-UII|+
|May 8, 1936||Lioré-et-Olivier LeO H-242|Mediterranean Sea, All World|1|F-ANQG|+
|May 3, 1936|Morrell D. Banker|Waco UIC|Detroit-City (Coleman A. Young), Michigan|1|NC13420|+
|May 2, 1936||De Havilland DH.60 Moth|Gosport, Hampshire|0|G-AAJA|+
|Apr 30, 1936||General Aviation Clark GA-43|Mt Rigi, Schwyz|2|HB-ITU|+
|Apr 26, 1936|Nederlands-Indische Vliegclub (NIVC)|De Havilland DH.60 Moth|Lembang, West Java|1|PK-SAI|+
|Apr 22, 1936|Saskatoon Aero Club|De Havilland DH.60 Moth|Saskatoon, Saskatchewan|0|G-CAKO|+
|Apr 21, 1936|Lawrence Aircraft Hire|De Havilland DH.60 Moth|Mt Cross Fell, Cumbria|1|G-AARE|+
|Apr 17, 1936||Junkers JU.52|Orvin, Bern|3|D-ASOR|+
|Apr 15, 1936||OFM F.VII|Mt Basso, Piedmont|7|I-AAXZ|+
|Apr 11, 1936||Sikorsky S-42|Port of Spain, All Trinidad and Tobago|3|NC824M|+
|Apr 7, 1936||Douglas DC-2|Fairchance, Pennsylvania|12|NC13721|+
|Apr 5, 1936||Keystone LB-6|Fredericksburg, Pennsylvania|5|32-173|+
|Mar 26, 1936||Ford 5|Amecameca de Juárez, México|14|XA-BCB|+
|Mar 22, 1936||De Havilland DH.60 Moth|Leeds-Bradford, West Yorkshire|1|G-AAPC|+
|Mar 17, 1936||Avro 504|Alton Barnes AFB, Wiltshire|0|K2350|+
|Mar 6, 1936||Polikarpov P-5|Nikolayevsk-on-Amur, Khabarovsk Krai|1|CCCP-L1617|+
|Mar 6, 1936||Polikarpov P-5|Nikolayevsk-on-Amur, Khabarovsk Krai|0|CCCP-L1744|+
|Mar 5, 1936||Avro 504|Woodborough AFB, Nottinghamshire|0|K2346|+
|Feb 28, 1936|Willi Farner|De Havilland DH.60 Moth|Grenchen, Solothurn|0|HB-UXE|+
|Feb 20, 1936||CRDA CANT 22|Rovinj, Istria|2|I-ALFA|+
|Feb 19, 1936||Tugan LJW7 Gannet|Cordeaux Dam, New South Wales|5|VH-UUZ|+
|Feb 19, 1936||Miles M.3B Falcon Major|Wellington, Greater Wellington Regional Council|1|ZK-AEI|+
|Feb 19, 1936||Handley Page H.P.50 Heyford|Le Havre, Seine-Maritime|3|K4034|+
|Jan 29, 1936||Vultee V-1|Little Elm, Texas|1|NC13767|+
|Jan 24, 1936||Keystone LB-4|Luke Field AFB, Ford Island, Hawaii|2|32-132|+
|Jan 24, 1936||Keystone LB-4|Luke Field AFB, Ford Island, Hawaii|4|32-118|+
|Jan 22, 1936||Polikarpov P-5|Lukolovo, Sakhalin oblast|4|CCCP-L1738|+
|Jan 14, 1936||Douglas DC-2|Goodwin, Arkansas|17|NC14274|+
|Jan 12, 1936||De Havilland DH.60 Moth|Portezuelo, Región del Biobío|2|-|+
|Jan 10, 1936||Polikarpov P-5|Doshtak, Gorno-Badakhshan Autonomous Province|1|CCCP-L1532|+
|Jan 7, 1936||Polikarpov P-5|Khorugh, Gorno-Badakhshan Autonomous Province|1|CCCP-L1571|+
|Dec 31, 1935||De Havilland DH.60 Moth|Tivat, Coastal Region|0|75|+
|Dec 29, 1935|Antoine de Saint-Exupéry|Caudron C.630/C.635 Simoun|Wadi El Natrun, Beheira|0|F-ANRY|+
|Dec 29, 1935||Fairey III|Nairobi, Nairobi City District|1|J9827|+
|Dec 24, 1935||Heinkel He.70|Wrocław, Lower Silesian Voivodeship (Dolnośląskie)|3|D-UVOR|+
|Dec 18, 1935||Koolhoven FK.43|Amsterdam-Schiphol, North Holland|1|PH-AJJ|+
|Dec 10, 1935||Savoia-Marchetti SM.73|Tatsfield, Surrey|11|OO-AGN|+
|Dec 4, 1935||Caudron C.630/C.635 Simoun|Tours-Parçay-Meslay, Indre-et-Loire|1|F-ANRK|+
|Nov 29, 1935|Laville (ZIG - Zavod Imeni Goltsman)|Laville PS-89 (ZIG-1)|Moscow, Moscow oblast|6|CCCP-L2140|+
|Nov 25, 1935||Polikarpov P-5|Mt Kyzyltas, Karagandy|4|CCCP-L1980|+
|Nov 16, 1935||Stinson Model A|Pittsburgh-Allegheny County, Pennsylvania|0|NC15107|+
|Nov 10, 1935|Dean Faulkner|Waco UIC|Thaxton, Mississippi|4|NC13413|+
|Nov 9, 1935||Lockheed 5 Vega|Fort Worth, Texas|1|NC980Y|+
|Nov 7, 1935||Bloch MB.200|Montarnaud, Hérault|5|190|+
|Oct 30, 1935||Boeing 247|Cheyenne, Wyoming|4|NC13323|+
|Oct 26, 1935||De Havilland DH.84 Dragon|Mt Fair Snape Fell, Lancashire|2|G-ADEE|+
|Oct 21, 1935|Chamberlin Flying Service|Curtiss T-18 Condor I|Troy, New York|1|NC725K|+
|Oct 7, 1935||Boeing 247|Cheyenne, Wyoming|12|NC13317|+
|Oct 1, 1935|AB Flygtrafik|Junkers F.13|Vännäs, Västerbotten|0|SE-AAB|+
|Sep 27, 1935||Polikarpov P-5|Arsen'evo, Tula oblast|1|CCCP-L1902|+
|Sep 12, 1935|Aerovias Nacionales|Travel Air 6000|Mt Trinidad, Panamá|8|-|+
|Sep 9, 1935|Compania Nacional de Aviacion de Guatemala|Kreutzer K-5 Air Coach|Sololá, Sololá|3|ABD-21|+
|Sep 5, 1935||Bloch MB.200|Saint-Jean-aux-Bois, Ardennes|5|-|+
|Sep 5, 1935||Bloch MB.200|Saint-Jean-aux-Bois, Ardennes|5|-|+
|Sep 1, 1935||Boeing 247|Burbank, California|3|NC13314|+
|Aug 28, 1935|Waco Distributors|Waco YOC|Providence, Rhode Island|2|NC14621|+
|Aug 20, 1935|Edmonton & Northern Alberta Aero Club|De Havilland DH.60 Moth|Edmonton, Alberta|0|G-CAKJ|+
|Aug 15, 1935|Aero Mayflower Transit Company|Waco YKC|Glendo, Wyoming|3|NC14140|+
|Aug 13, 1935|Spanish Air Force - Aeronáutica Militar (1917-1936)|Dornier Do J Wal|Los Alcázares, Region of Murcia|4|D-3|+
|Aug 3, 1935||Douglas DC-2|Albuquerque, New Mexico|0|NC13722|+
|Aug 2, 1935||De Havilland DH.60 Moth|Sandnes, Rogaland|0|LN-ABU|+
|Jul 30, 1935||Junkers F.13|Faizobod, Districts of Republican Subordination|1|CCCP-L19|+
|Jul 27, 1935||Curtiss T-32 Condor II|Nashville, Tennessee|0|NC12393|+
|Jul 21, 1935|Hamish F. Armstrong|De Havilland DH.60 Moth|Wakarara, Hawke's Bay Regional Council|1|ZK-ABM|+
|Jul 20, 1935||De Havilland DH.60 Moth|Melbourne-Essendon, Victoria|1|VH-UAS|+
|Jul 20, 1935|Air Transport & Sales|Spartan Three Seater I/II|Hayling Island, Hampshire|1|G-ABYH|+
|Jul 5, 1935||Polikarpov P-5|Tokmok, Chuy Province|1|CCCP-L1905|+
|Jun 26, 1935||Savoia-Marchetti S.55|Lazarev, Khabarovsk Krai|12|CCCP-L840|+
|Jun 24, 1935||Ford 5|Medellín-Enrique Olaya Herrera, Antioquia|7|C-31|+
|Jun 22, 1935||Polikarpov P-5|Mt Kazbek, Mtskheta-Mtianeti|2|CCCP-L1734|+
|Jun 20, 1935||De Havilland DH.60 Moth|Rio de Janeiro, Rio de Janeiro|2|I1H-32|+
|Jun 20, 1935|West Coast United Aero Club|De Havilland DH.60 Moth|Waiho, West Coast Regional Council|1|ZK-ADO|+
|Jun 13, 1935||Lioré-et-Olivier LeO 206|Reims-Champagne AFB, Marne|1|-|+
|Jun 8, 1935||Polikarpov P-5|Ivanovka, Saratov oblast|2|CCCP-Sh913|+
|May 31, 1935|Yatis Chandra Ray|Avro 594 Avian|Calcutta-Dum Dum, West Bengal|0|VT-AAN|+
|May 28, 1935||Stinson SM-6000|Nilwood, Illinois|2|NC10894|+
|May 27, 1935||Boeing 221 Monomail|Glendo, Wyoming|1|NC725W|+
|May 24, 1935||Boeing 247|Nuremberg, Bavaria|0|D-AGAR|+
|May 18, 1935||Tupolev ANT-20|Tushino, Moscow oblast|44|CCCP-I20|+
|May 7, 1935|Petrol Oil Corporation of Los Angeles|Bellanca CH-400 Skyrocket|Fillmore, California|0|NC547V|+
|May 1, 1935||Lockheed 5 Vega|Rattlesnake Butte, Colorado|1|NC891E|+
|Apr 28, 1935|Binoy Kumar Das|De Havilland DH.60 Moth|Calcutta-Dum Dum, West Bengal|2|VT-ABR|+
|Apr 28, 1935||De Havilland DH.60 Moth|Calcutta-Dum Dum, West Bengal|2|VT-ADR|+
|Apr 24, 1935||De Havilland DH.60 Moth|Consett, Durham|1|G-ABRD|+
|Apr 18, 1935||Polikarpov AP|Magnitogorsk, Chelyabinsk oblast|1|CCCP-A525|+
|Mar 21, 1935||Farman F.168 Goliath|Roscanvel, Finistère|6|BR.25|+
|Mar 16, 1935|Thyra Seillière|Morane-Saulnier M.S.60 Moth|Paris-Orly, Val-de-Marne|2|F-AJOK|+
|Mar 10, 1935||Putilov Stal-2|Slobodshikovo, Arkhangelsk oblast|3|CCCP-L1170|+
|Feb 26, 1935||Polikarpov P-5|Kazan, Republic of Tatarstan|1|CCCP-L1057|+
|Feb 25, 1935||Kalinin K-5|Dnipropetrovsk, Dnipropetrovsk Oblast|1|CCCP-L619|+
|Feb 15, 1935||Short S.19 Singapore III|San Filippo del Mela, Sicily|9|K3595|+
|Feb 10, 1935|Yorkshire Air Services|De Havilland DH.60 Moth|Middlesbrough, Yorkshire|0|G-AADI|+
|Jan 19, 1935||De Havilland DH.60 Moth|Waipara, Canterbury Regional Council|1|ZK-ABQ|+
|Jan 11, 1935||Polikarpov P-5|Aktyubinsk, Aktobe|2|CCCP-L1522|+
|Jan 9, 1935||Avro 504|Abu Sueir, Ismailia|0|K1978|+
|Dec 25, 1934||Kalinin K-5|Ananino, Sverdlovsk oblast|2|CCCP-L544|+
|Dec 22, 1934|Everson Flying Services|De Havilland DH.60 Moth|Ballygowan, Antrim|0|EI-AAR|+
|Dec 16, 1934||De Havilland DH.83 Fox Moth|Black Cat Creek, Morobe|0|VH-UQQ|+
|Dec 9, 1934||De Havilland DH.60 Moth|Castle Bromwich, West Midlands|1|G-ACOH|+
|Dec 8, 1934|Malling Aviation|De Havilland DH.60 Moth|West Malling, Kent|0|G-AALJ|+
|Nov 28, 1934|M. A. Scott|De Havilland DH.60 Moth|Waihou, Waikato Regional Council|1|ZK-ADF|+
|Nov 23, 1934|Geoffrey H. Turner|De Havilland DH.80 Puss Moth|Leek, Staffordshire|1|G-AAZN|+
|Nov 17, 1934||Waco UIC|Newhall, California|4|NC13065|+
|Nov 15, 1934||Stinson SM-6000|Amazonia, Missouri|2|NC10809|+
|Nov 15, 1934||Polikarpov P-5|Kaduy, Irkutsk oblast|1|CCCP-L786|+
|Nov 15, 1934||De Havilland DH.86 Express|Ilfracombe, Queensland|4|VH-USG|+
|Nov 12, 1934|Marc Henry|Avro 504|Mourmelon, Marne|0|OO-ANY|+
|Nov 4, 1934||De Havilland DH.60 Moth|Nacka, Uppland|2|SE-ACN|+
|Nov 2, 1934||De Havilland DH.61 Giant Moth|Kaiapit, Morobe|2|VH-UHW|+
|Oct 26, 1934||Pander S.4 Postjager|Allahabad, Uttar Pradesh|0|PH-OST|+
|Oct 22, 1934||Tupolev ANT-9|Moscow, Moscow oblast|0|D-2831|+
|Oct 18, 1934||Sabca F7|Leopoldsburg, Limburg|1|F-3|+
|Oct 2, 1934||De Havilland DH.89 Dragon Rapide|Folkestone, Kent|7|G-ACPM|+
|Sep 30, 1934|Richard Arthur Clinton Holme|Avro 504|Woodford, London Metropolis|0|G-ACLV|+
|Sep 13, 1934||De Havilland DH.60 Moth|Mt Egmont (Mt Taranaki), Taranaki Regional Council|2|ZK-ABS|+
|Sep 10, 1934||Fairey III|Baldonnel-Casement AFB (Dublin), Leinster|2|-|+
|Sep 4, 1934||Savoia-Marchetti S.55|Olga Bay, Primorsky Krai|2|CCCP-L997|+
|Aug 15, 1934||Savoia-Marchetti SM.62|Irkutsk, Irkutsk oblast|6|CCCP-X2|+
|Aug 12, 1934|Leonard Gillespie Reid|De Havilland DH.84 Dragon|Hamble, Hampshire|0|G-ACJM|+
|Aug 7, 1934||Lockheed 10 Electra|Milwaukee, Wisconsin|0|NC14243|+
|Aug 5, 1934||Latécoère 26|Santo Amaro, Bahia|2|F-AILK|+
|Jul 27, 1934||Tupolev ANT-9|Balkhash, Karagandy|10|CCCP-L130|+
|Jul 17, 1934||Fairey III|Hal Far AFB, All Malta|1|S1860|+
|Jul 6, 1934||Handley Page H.P.50 Heyford|Upper Heyford AFB, Oxfordshire|1|K3497|+
|Jun 28, 1934|Ray C. Van Arsdale|Stinson Model R|Hyannis-Barnstable, Massachusetts|3|NC13454|+
|Jun 23, 1934|I. J. Bishop|De Havilland DH.60 Moth|Adelaide-Parafield, South Australia|1|VH-UGU|+
|Jun 23, 1934||De Havilland DH.60 Moth|Adelaide-Parafield, South Australia|1|VH-UNE|+
|Jun 16, 1934|Norman Edgar|De Havilland DH.83 Fox Moth|Caerwent, Monmouthshire|1|G-ABYO|+
|Jun 10, 1934||Polikarpov AP|Yazovo, Altai Krai|1|CCCP-A302|+
|Jun 10, 1934||Polikarpov P-5|Kushevka, Krasnodar Krai|1|CCCP-L1528|+
|Jun 9, 1934||Curtiss T-32 Condor II|Livingston Manor, New York|7|NC12354|+
|Jun 8, 1934||Bellanca CH-300 Pacemaker|Villaflores, Chiapas|7|XB-AEH|+
|Jun 7, 1934||Boeing 247|Selleck, Washington|0|NC13302|+
|Jun 6, 1934||Polikarpov P-5|Optukha, Oryol oblast|1|CCCP-L787|+
|May 18, 1934||Polikarpov P-5|Karatkansk, Novosibirsk oblast|1|CCCP-L1075|+
|Mar 24, 1934||De Havilland DH.60 Moth|Broxbourne, Hertfordshire|1|G-EBWT|+
|Mar 24, 1934|Cape Breton Flying Club|Avro 616 Avian IVM|Sydney, Nova Scotia|0|CF-CDF|+
|Mar 12, 1934||Polikarpov P-5|Povarovo, Moscow oblast|2|CCCP-L1502|+
|Mar 1, 1934||De Havilland DH.50|Mia Mia Station, Western Australia|0|VH-UMC|+
|Feb 28, 1934||Keystone LB-3|Palmdale, California|0|30-281|+
|Feb 23, 1934||Boeing 247|Salt Lake City, Utah|8|NC13357|+
|Feb 22, 1934||Morane-Saulnier M.S.233|Sintra, Estremadura - Lisbon District|2|-|+
|Feb 22, 1934||Morane-Saulnier M.S.233|Sintra, Estremadura - Lisbon District|1|-|+
|Feb 12, 1934||Fairchild Pilgrim 100A|Danville, Kentucky|1|NC982M|+
|Feb 5, 1934||Polikarpov AP|Karsakpay, Karagandy|1|CCCP-A291|+
|Jan 14, 1934||De Havilland DH.60 Moth|Toronto, Ontario|1|G-CAKR|+
|Jan 5, 1934|Evelyn Frost|De Havilland DH.60 Moth|Nevers, Nièvre|1|G-ABDV|+
|Jan 1, 1934|Valentine Meccas|Caudron C.280 Phalène|Athis-Mons, Essonne|2|F-AMKE|+
|Dec 31, 1933||De Havilland DH.60 Moth|Kumbor, Coastal Region|1|73|+
|Dec 30, 1933||Avro 618 Ten|Ruiselede, West Flanders|10|G-ABLU|+
|Dec 24, 1933||Polikarpov P-5|Balashov, Saratov oblast|0|CCCP-Sh629|+
|Dec 22, 1933||Sabca F7|Dortmund, North Rhine-Westphalia|2|OO-AIE|+
|Dec 14, 1933||Junkers W.34|Eshowe, KwaZulu-Natal|5|ZS-AEB|+
|Dec 11, 1933||Focke-Wulf A.17|Hamburg-Helmut-Schmidt (Fuhlsbüttel), Hamburg|7|D-1403|+
|Dec 5, 1933|Mary du Caurroy|General Aircraft ST-4 Monospar|Lidlington, Bedfordshire|1|G-ACKT|+
|Nov 28, 1933||De Havilland DH.4|Mexico City-Benito Juarez, Federal District of Mexico City|1|11|+
|Nov 28, 1933||De Havilland DH.4|Mexico City-Benito Juarez, Federal District of Mexico City|1|13|+
|Nov 24, 1933||Sikorsky S-38|Hangzhou, Zhejiang|0|NC16V|+
|Nov 21, 1933|Lucknow & Cawnpore Flying Club|De Havilland DH.60 Moth|Achalganj, Uttar Pradesh|0|VT-ABQ|+
|Nov 20, 1933||De Havilland DH.60 Moth|Hokitika, West Coast Regional Council|2|ZK-AAI|+
|Oct 17, 1933||Supermarine Southampton|Calshot AFB, Hampshire|2|S1121|+
|Oct 15, 1933|Rabaul Airways|General Aircraft Genairco|Kabakaul, East New Britain|1|VH-UNY|+
|Oct 1, 1933|George Edward Archdale|De Havilland DH.60 Moth|Sunbury-on-Thames, Surrey|0|G-AAHR|+
|Sep 28, 1933||Spartan Three Seater I/II|Grantham AFB, Lincolnshire|1|G-ABWV|+
|Sep 5, 1933||Tupolev ANT-7|Poldasnya, All Russia|8|CCCP-J5|+
|Aug 30, 1933|Samuel Perry Tyzack|De Havilland DH.60 Moth|Barmouth, Gwynedd|1|G-AAGS|+
|Aug 25, 1933||Polikarpov AP|Polyany, Penza oblast|1|CCCP-A198|+
|Aug 18, 1933||Tupolev ANT-9|Kazan, Republic of Tatarstan|0|CCCP-L150|+
|Aug 18, 1933||Polikarpov U-2|Kazan, Republic of Tatarstan|2|CCCP-S227|+
|Aug 15, 1933|Wells Air Transport|Fairchild 71|Anderson Lake, British Columbia|3|CF-AJP|+
|Aug 13, 1933||Polikarpov U-2|Balashov, Saratov oblast|2|CCCP-Sh90|+
|Aug 13, 1933||Polikarpov U-2|Balashov, Saratov oblast|2|CCCP-Sh480|+
|Jul 12, 1933||Avro 504|Eastchurch AFB, Kent|0|K1800|+
|Jul 7, 1933||De Havilland DH.60 Moth|Limerick, Munster|2|EI-AAI|+
|Jul 1, 1933||Savoia-Marchetti S.55|Amsterdam, North Holland|1|I-DINI|+
|Jun 27, 1933||Polikarpov U-2|Michurinsk, Tambov oblast|1|CCCP-Sh566|+
|Jun 1, 1933||Fokker F14|Cajon Pass, California|3|31-388|+
|May 19, 1933||Avro 504|Sealand AFB (Shotwick AFB), Flintshire|1|J8533|+
|May 19, 1933||Avro 504|Sealand AFB (Shotwick AFB), Flintshire|1|J8676|+
|May 18, 1933||De Havilland DH.60 Moth|Manston, Kent|2|K1225|+
|May 12, 1933||Boeing 247|Provo, Utah|0|NC13320|+
|May 11, 1933||Kalinin K-5|Kontuganovo, Sverdlovsk oblast|1|CCCP-L463|+
|May 3, 1933|Kent Flying Club|De Havilland DH.60 Moth|Charing, Kent|0|G-AAWX|+
|Apr 30, 1933|Devonshire Aviation Tours|Avro 504|Chard, Somerset|1|G-ABZC|+
|Apr 27, 1933||Lockheed 5 Vega|Seattle-Boeing Field, Washington|0|NC657E|+
|Apr 15, 1933||Polikarpov AP|Nizhne Volzhsky, Volgograd oblast|1|CCCP-A196|+
|Mar 11, 1933||Fairchild FC-2|Mt Pelado, Mendoza|2|NC9723|+
|Feb 13, 1933||Kalinin K-5|Moscow, Moscow oblast|2|CCCP-L455|+
|Feb 8, 1933||Kalinin K-5|Göyçay, Aran|4|CCCP-L481|+
|Jan 20, 1933||Stearman 4|Marietta, Georgia|1|NC490W|+
|Jan 20, 1933||Stearman 4|Boerne, Texas|1|NC11721|+
|Jan 14, 1933|Audrey Florence Durrell-Drummond Sale-Barker|De Havilland DH.60 Moth|Lake Magadi, Kajiado|0|G-AAYJ|+
|Dec 26, 1932||De Havilland DH.60 Moth|Wau, Morobe|2|VH-UMJ|+
|Dec 14, 1932||Boeing 40|Rocky Ridge, California|1|NC281|+
|Dec 10, 1932||Latécoère 25|Saintes-Maries-de-la-Mer, Bouches-du-Rhône|1|F-AIUT|+
|Dec 6, 1932||De Havilland DH.60 Moth|Richmond, South Australia|1|A7-41|+
|Nov 30, 1932|Independent Airways|Fokker Universal|Edmonton, Alberta|0|G-CAGD|+
|Nov 25, 1932||Travel Air 6000|Marianna, Arkansas|2|NC369M|+
|Nov 6, 1932|Frederick Lothrop Ames Jr.|Cessna DC-6|Randolph, Massachusetts|3|NC640K|+
|Nov 2, 1932||Junkers F.13|Echterspfahl, Bavaria|5|D-724|+
|Oct 29, 1932|Lionel John Porter Fowler|De Havilland DH.80 Puss Moth|Grenoble, Isère|2|G-ABFU|+
|Oct 27, 1932||Savoia-Marchetti SM.62|Kulebyakino, Irkutsk oblast|5|CCCP-Z1|+
|Oct 5, 1932|Cornwall Aviation|Avro 504|Plompton, North Yorkshire|1|G-AAUJ|+
|Sep 27, 1932||Boeing 95|Snow Shoe, Pennsylvania|0|NC417E|+
|Sep 17, 1932||Lioré-et-Olivier LeO H-213|Croydon, Surrey|1|F-AIFE|+
|Sep 15, 1932||Supermarine Southampton|Singapore-Seletar, All Singapore|2|S1128|+
|Aug 26, 1932||Avro 504|Halton AFB, Buckinghamshire|0|K1816|+
|Aug 16, 1932||Fokker F7|Tabanan, Bali|0|PK-AFE|+
|Jul 29, 1932||Udet U12 Flamingo|Munich, Bavaria|1|D-1296|+
|Jun 9, 1932||Avro 504|Digby, Lincolnshire|1|K1815|+
|May 25, 1932|Marcel Goulette|Farman F.190|Veroli, Lazio|4|F-AJRY|+
|May 22, 1932|Personal Flying Services|Desoutter I/II|Stranrear, Dumfries and Galloway|2|G-ABFO|+
|May 21, 1932||Spartan Three Seater I/II|Stanton, Suffolk|1|G-ABTT|+
|May 12, 1932||Potez 25|Nürensdorf, Zurich|2|852|+
|May 6, 1932||Avro 504|Wittering AFB, Cambridgeshire|1|K1042|+
|May 6, 1932||Avro 504|Wittering AFB, Cambridgeshire|1|K1050|+
|Apr 29, 1932||Avro 504|Waterfoot, Antrim|1|K1253|+
|Mar 20, 1932||Focke-Wulf A.16|Lewin Brzeski, Opole Voivodeship (Opolskie)|1|D-548|+
|Mar 20, 1932|Bhaba Deb Mukerjee|De Havilland DH.80 Puss Moth|Lucknow, Uttar Pradesh|0|VT-ABJ|+
|Mar 19, 1932||Fokker F10|Calimesa, California|7|NC652E|+
|Mar 8, 1932||Stinson SM-6000|Saint Louis-Lambert, Missouri|3|NC11122|+
|Mar 7, 1932||Kalinin K-4|Novopavlovsk, Stavropol Krai|2|CCCP-L228|+
|Feb 15, 1932||Fairey III|Leuchars AFB, Fife|2|S1332|+
|Jan 29, 1932|A. Bischoff|De Havilland DH.80 Puss Moth|Gandesa, Catalonia|2|CH-273|+
|Jan 27, 1932||Polikarpov U-2|Tambov, Tambov oblast|2|-|+
|Jan 25, 1932||Stinson Model R|Chicago, Illinois|1|NC12178|+
|Jan 5, 1932|Ruth Stewart|Lockheed 1 Vega|Mt Sherman, Pennsylvania|2|NR7973|+
|Dec 31, 1931||Fairchild Pilgrim 100A|Brighton, Ohio|4|NC708Y|+
|Dec 16, 1931||De Havilland DH.60 Moth|Clinton, Ontario|0|G-CAKY|+
|Nov 28, 1931||De Havilland DH.60 Moth|Lee-on-the-Solent, Hampshire|2|K1203|+
|Nov 24, 1931||De Havilland DH.60 Moth|Kenley AFB, Surrey|2|K1210|+
|Nov 10, 1931||De Havilland DH.60 Moth|Västerås, Västmanland|0|5103|+
|Nov 10, 1931||De Havilland DH.60 Moth|Västerås, Västmanland|0|5104|+
|Oct 9, 1931||De Havilland DH.60 Moth|Perth-Maylands, Western Australia|0|VH-UFK|+
|Sep 28, 1931||Avro 616 Avian IVM|Camp Borden, Ontario|1|97|+
|Sep 28, 1931||De Havilland DH.60 Moth|Camp Borden, Ontario|0|79|+
|Sep 27, 1931|Dr. Naner|De Havilland DH.60 Moth|Lucerne, Lucerne|4|CH-278|+
|Sep 18, 1931|Nigel B. Cohen|De Havilland DH.60 Moth|Lympne, Kent|1|G-AAKR|+
|Sep 3, 1931||Savoia-Marchetti S.55|Rio de Janeiro, Rio de Janeiro|3|9|+
|Sep 3, 1931||Savoia-Marchetti S.55|Rio de Janeiro, Rio de Janeiro|2|5|+
|Sep 1, 1931||De Havilland DH.60 Moth|Ljungbyhed, Skåne|1|5112|+
|Sep 1, 1931||De Havilland DH.60 Moth|Ljungbyhed, Skåne|0|5106|+
|Aug 2, 1931|Kent Aircraft Services|Avro 504|Dovercourt, Essex|0|G-AAUL|+
|Jul 15, 1931||Nieuport-Delage NiD-641|Lus-la-Croix-Haute, Drôme|3|F-AJRB|+
|Jul 13, 1931|Lauro Adolfo De Bosis|De Havilland DH.60 Moth|Lucciana, Haute-Corse|0|G-EBQE|+
|Jun 3, 1931|Kent Aircraft Services|Avro 504|Epsom, Surrey|0|G-AAUK|+
|May 22, 1931||Junkers W.34|Wampit, Morobe|2|VH-UNR|+
|May 12, 1931||Avro 504|Cranwell AFB, Lincolnshire|1|J8751|+
|May 4, 1931|Provincial Air Service of Lands & Forests|Curtiss HS-2L|Pays Plat, Ontario|0|G-CAPE|+
|Apr 23, 1931||De Havilland DH.60 Moth|Chichester, Sussex|2|K1838|+
|Apr 8, 1931||Breguet 19|Tatoi AFB (Athens), Attica / Αττική|1|-|+
|Apr 8, 1931||De Havilland DH.9|Tatoi AFB (Athens), Attica / Αττική|2|-|+
|Apr 5, 1931|National Air Transport - Canada|De Havilland DH.60 Moth|Ramsey Lake (Sudbury), Ontario|1|G-CATI|+
|Mar 18, 1931|Pacific Aerial Transport|Fokker F3|Salamaua, Morobe|0|VH-UQF|+
|Mar 7, 1931||Avro 504|Kilmacolm, Renfrewshire|1|H2975|+
|Feb 8, 1931||Desoutter I/II|Wairoa, Hawke's Bay Regional Council|3|ZK-ACA|+
|Feb 4, 1931||Blackburn R.B.1 Iris|Mount Batten AFB, Devon|9|N238|+
|Jan 27, 1931||Ford 5|Harrisburg, Pennsylvania|0|NC9647|+
|Jan 25, 1931|Home Counties Aircraft Service|Avro 504|London-Gatwick, West Sussex|3|G-AACW|+
